2020/09/30                                                                                                                                                                                                                                                                                                                                                                             Dynamic List Display                                                                                                                                                                                                                                                                                                                                                                                    1,,,,,,,,,,,,,,,,,,,,
320146,903094818,LNCT28PF01LG,Sales Co. (B&S),29817,FLD,20010604,ZF2,29817,NTSG-SALES,DISCRETE,803095779,LGI-J,2020-09-04,10,US$,"67,200.00","33,684.67","33,684.67",,
337956,903094921,LNCT28PF01LG,Sales Co. (B&S),29817,FLD,20010604,ZF2,29817,NTSG-SALES,DISCRETE,803095899,LGI-J,2020-09-17,10,US$,"48,000.00","24,060.48","24,060.48",,
337956,903094922,MN63Y2014ZBT,Sales Co. (B&S),29817,MCS-LSI-TAG,20200628,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095889,BROTHERHK,2020-09-17,30,US$,"78,336.00","17,024.76","17,024.76",,
320146,903094819,MN101C30AMX,Sales Co. (B&S),29817,MN-DD,80958868,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095783,SHIN-BRO,2020-09-04,30,US$,"4,000.00","2,183.80","2,183.80",,
568920,903094923,MN101CYE57T1-I,Buy Back,39173,MCS-LSI-INLET,29288,ZF2,39173,GPRC,SYSTEM LSI,803095880,NTCJ,2020-09-22,30,US$,"444,055.00","195,828.26","195,828.26",,
319996,903094820,AN83051UA-VF,Sales Co. (B&S),29817,A-LSI,40968593,ZF2,29817,NTSG-SALES,ANALOG LSI,803095786,SUMITOMO,2020-09-04,20,US$,"12,000.00","12,892.80","12,892.80",,
320146,903094821,LNCT28PF01HT,Sales Co. (B&S),29817,FLD,20010604,ZF2,29817,NTSG-SALES,DISCRETE,803095774,LGI-J,2020-09-04,10,US$,"86,400.00","43,536.96","43,536.96",,
320146,903094822,LNCT28PF01HT,Sales Co. (B&S),29817,FLD,20010604,ZF2,29817,NTSG-SALES,DISCRETE,803095775,LGI-J,2020-09-04,10,US$,"33,600.00","16,931.04","16,931.04",,
337956,903094924,MN63Y2018JRT,Sales Co. (B&S),29817,MCS-LSI-TAG,20200628,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095906,BROTHERHK,2020-09-17,30,US$,"4,608.00","1,002.01","1,002.01",,
337956,903094925,MN63Y2018JRT,Sales Co. (B&S),29817,MCS-LSI-TAG,20200628,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095907,BROTHERHK,2020-09-17,30,US$,"36,864.00","8,016.08","8,016.08",,
320146,903094823,LNCT28PF01HT,Sales Co. (B&S),29817,FLD,20010604,ZF2,29817,NTSG-SALES,DISCRETE,803095773,LGI-J,2020-09-04,10,US$,"86,400.00","43,536.96","43,536.96",,
320146,903094824,LNCT28PF01HT,Sales Co. (B&S),29817,FLD,20010604,ZF2,29817,NTSG-SALES,DISCRETE,803095776,LGI-J,2020-09-04,10,US$,"86,400.00","43,536.96","43,536.96",,
324671,903094825,MIP2E3DMUL,Sales Co. (B&S),29817,IPD,80963692,ZF2,29817,NTSG-SALES,DISCRETE,803095798,SATORI,2020-09-07,10,US$,"3,000.00","1,787.04","1,787.04",,
324659,903094826,AN47052A-VT,Sales Co. (B&S),29817,A-LSI,29122,ZF2,29817,NTSG-SALES,ANALOG LSI,803095787,PAPMOSH,2020-09-08,20,US$,"2,000.00",828.24,828.24,,
324659,903094827,MN101C77CKY,Sales Co. (B&S),29817,MN-DD,29321,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095789,PSNM,2020-09-08,30,US$,500,322.64,322.64,,
324659,903094828,MN101C77CKY,Sales Co. (B&S),29817,MN-DD,29321,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095790,PSNM,2020-09-08,30,US$,500,322.64,322.64,,
324659,903094829,MN101C77CKY,Sales Co. (B&S),29817,MN-DD,29321,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095791,PSNM,2020-09-08,30,US$,500,322.64,322.64,,
324659,903094830,MN101C77CKY,Sales Co. (B&S),29817,MN-DD,29321,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095792,PSNM,2020-09-08,30,US$,500,322.64,322.64,,
324659,903094831,MN101C77CKY,Sales Co. (B&S),29817,MN-DD,29321,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095793,PSNM,2020-09-08,30,US$,"1,000.00",645.28,645.28,,
324659,903094833,MIP2E1DMUL,Sales Co. (B&S),29817,IPD,20206276,ZF2,29817,NTSG-SALES,DISCRETE,803095795,PPHK-AIDEN,2020-09-08,10,US$,"3,000.00","1,360.20","1,360.20",,
337903,903094926,AN44069A-VF,Sales Co. (B&S),29817,A-LSI,20203616,ZF2,29817,NTSG-SALES,ANALOG LSI,803095854,CANON.HK,2020-09-17,20,US$,"1,000.00",310.05,310.05,,
337903,903094927,AN44069A-VF,Sales Co. (B&S),29817,A-LSI,20203616,ZF2,29817,NTSG-SALES,ANALOG LSI,803095893,CANON.HK,2020-09-17,20,US$,"3,000.00",930.15,930.15,,
337956,903094928,AN44069A-VF,Sales Co. (B&S),29817,A-LSI,80943561,ZF2,29817,NTSG-SALES,ANALOG LSI,803095855,SATORI,2020-09-17,20,US$,"5,000.00","1,840.90","1,840.90",,
338539,903094929,MIP5310MFL,Sales Co. (B&S),29817,IPD,80954639,ZF2,29817,NTSG-SALES,DISCRETE,803095843,OMRON,2020-09-17,10,US$,"2,000.00",394.82,394.82,,
338539,903094930,MIP5310MFL,Sales Co. (B&S),29817,IPD,80954639,ZF2,29817,NTSG-SALES,DISCRETE,803095844,OMRON,2020-09-17,10,US$,"8,000.00","1,579.28","1,579.28",,
324659,903094834,MIP5310MFL,Sales Co. (B&S),29817,IPD,29319,ZF2,29817,NTSG-SALES,DISCRETE,803095788,PASDL,2020-09-08,10,US$,"2,000.00",973.18,973.18,,
324659,903094835,MIP0222SUL,Sales Co. (B&S),29817,IPD,29338,ZF2,29817,NTSG-SALES,DISCRETE,803095794,PAPWMHZ,2020-09-08,10,US$,"42,000.00","13,574.82","13,574.82",,
324651,903094836,AN44161A-VF,Sales Co. (B&S),29817,A-LSI,80931821,ZF2,29817,NTSG-SALES,ANALOG LSI,803095797,IMK,2020-09-08,20,US$,"3,000.00","1,562.97","1,562.97",,
324659,903094837,AN44000A-VF,Sales Co. (B&S),29817,A-LSI,80964324,ZF2,29817,NTSG-SALES,ANALOG LSI,803095796,ZHMM,2020-09-08,20,US$,"3,000.00","1,589.73","1,589.73",,
321983,903094838,MN101CB0DMA,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095802,NTCJ,2020-09-05,30,US$,500,380,380,,
321983,903094838,MN101CB0GHK,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095802,NTCJ,2020-09-05,30,US$,"1,000.00",723.8,723.8,,
321983,903094838,MN102L25ACA,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095802,NTCJ,2020-09-05,30,US$,"1,000.00","3,438.10","3,438.10",,
321983,903094838,MN101C38CKF,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095802,NTCJ,2020-09-05,30,US$,500,583,583,,
321983,903094839,MIP0040MFL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095800,NTCJ,2020-09-05,10,US$,"6,000.00","1,140.00","1,140.00",,
321983,903094839,MIP5300MFL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095800,NTCJ,2020-09-05,10,US$,"2,000.00",906.6,906.6,,
321983,903094840,MN63Y2018NFT,Buy Back,39173,MCS-LSI-TAG,29288,ZF2,39173,GPRC,SYSTEM LSI,803095803,NTCJ,2020-09-05,30,US$,"13,824.00","4,378.06","4,378.06",,
321983,903094841,MIP0221SCL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095801,NTCJ,2020-09-05,10,US$,"18,000.00","8,177.40","8,177.40",,
321983,903094841,MIP0223SC1XC,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095801,NTCJ,2020-09-05,10,US$,"9,000.00","5,292.90","5,292.90",,
321983,903094841,MIP2120001DE,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095801,NTCJ,2020-09-05,10,US$,"3,000.00","1,018.50","1,018.50",,
321983,903094841,MIP2130001DE,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095801,NTCJ,2020-09-05,10,US$,"48,000.00","13,545.60","13,545.60",,
321983,903094841,MIP2E1DMCL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095801,NTCJ,2020-09-05,10,US$,"2,000.00","1,254.00","1,254.00",,
321983,903094841,MIP2E2DMCL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095801,NTCJ,2020-09-05,10,US$,"1,000.00",597.1,597.1,,
321983,903094841,MIP2E2DMUL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095801,NTCJ,2020-09-05,10,US$,"27,000.00","12,687.30","12,687.30",,
321983,903094841,MIP0227SCL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095801,NTCJ,2020-09-05,10,US$,"1,000.00","1,212.40","1,212.40",,
338539,903094931,MIP5310MFL,Sales Co. (B&S),29817,IPD,80954639,ZF2,29817,NTSG-SALES,DISCRETE,803095842,OMRON,2020-09-17,10,US$,"8,000.00","1,579.28","1,579.28",,
321983,903094842,AN41241A-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095799,NTCJ,2020-09-05,20,US$,"6,000.00","3,405.60","3,405.60",,
321983,903094842,AN83051UA-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095799,NTCJ,2020-09-05,20,US$,"3,000.00","3,034.80","3,034.80",,
321983,903094842,AN83051UA-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095799,NTCJ,2020-09-05,20,US$,"18,000.00","18,208.80","18,208.80",,
324671,903094843,MN101CB0GSN,Sales Co. (B&S),29817,MN-DD,80931304,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095804,PHCI,2020-09-07,30,US$,"24,000.00","18,197.76","18,197.76",,
324671,903094844,MN101CB0GSR,Sales Co. (B&S),29817,MN-DD,80931304,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095808,PHCI,2020-09-07,30,US$,500,379.12,379.12,,
324671,903094845,MN101CB0GSN,Sales Co. (B&S),29817,MN-DD,80931304,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095805,PHCI,2020-09-07,30,US$,"24,000.00","18,197.76","18,197.76",,
337903,903094932,AN83051UA-VF,Sales Co. (B&S),29817,A-LSI,80960424,ZF2,29817,NTSG-SALES,ANALOG LSI,803095823,HKWS,2020-09-17,20,US$,"30,000.00","33,359.10","33,359.10",,
324671,903094846,MN101CB0GSN,Sales Co. (B&S),29817,MN-DD,80931304,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095806,PHCI,2020-09-07,30,US$,"24,000.00","18,197.76","18,197.76",,
324671,903094847,MN101CB0GSN,Sales Co. (B&S),29817,MN-DD,80931304,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095807,PHCI,2020-09-07,30,US$,"24,500.00","18,576.88","18,576.88",,
324671,903094848,MN63Y2018LLT,Sales Co. (B&S),29817,MCS-LSI-TAG,80943071,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095809,BIPH,2020-09-07,30,US$,"27,648.00","6,002.93","6,002.93",,
324671,903094849,MN63Y2018LLT,Sales Co. (B&S),29817,MCS-LSI-TAG,80943071,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095810,BIPH,2020-09-07,30,US$,"55,296.00","12,005.87","12,005.87",,
324671,903094850,MN63Y2018LLT,Sales Co. (B&S),29817,MCS-LSI-TAG,80943071,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095811,BIPH,2020-09-07,30,US$,"9,216.00","2,000.98","2,000.98",,
324671,903094851,MN63Y2018LLT,Sales Co. (B&S),29817,MCS-LSI-TAG,80943071,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095812,BIPH,2020-09-07,30,US$,"18,432.00","4,001.96","4,001.96",,
324671,903094852,MN63Y2018LLT,Sales Co. (B&S),29817,MCS-LSI-TAG,80943071,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095813,BIPH,2020-09-07,30,US$,"4,608.00","1,000.49","1,000.49",,
324671,903094853,AN41241A-VF,Sales Co. (B&S),29817,A-LSI,80963660,ZF2,29817,NTSG-SALES,ANALOG LSI,803095814,DENSO TEN,2020-09-07,20,US$,"18,000.00","10,332.90","10,332.90",,
341330,903094933,MN63Y2014ZBT,Sales Co. (B&S),29817,MCS-LSI-TAG,20200628,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095890,BROTHERHK,2020-09-19,30,US$,"23,040.00","5,007.28","5,007.28",,
341330,903094934,MN63Y2014ZBT,Sales Co. (B&S),29817,MCS-LSI-TAG,20200628,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095892,BROTHERHK,2020-09-19,30,US$,"27,648.00","6,008.74","6,008.74",,
341368,903094935,AN44069A-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095858,NTCJ,2020-09-19,20,US$,"21,000.00","6,270.60","6,270.60",,
326421,903094854,LNCT28PF01HT,Sales Co. (B&S),29817,FLD,20010604,ZF2,29817,NTSG-SALES,DISCRETE,803095816,LGI-J,2020-09-09,10,US$,"86,400.00","43,536.96","43,536.96",,
326421,903094855,LNCT28PF01HT,Sales Co. (B&S),29817,FLD,20010604,ZF2,29817,NTSG-SALES,DISCRETE,803095817,LGI-J,2020-09-09,10,US$,"86,400.00","43,536.96","43,536.96",,
326421,903094856,LNCT28PF01HT,Sales Co. (B&S),29817,FLD,20010604,ZF2,29817,NTSG-SALES,DISCRETE,803095818,LGI-J,2020-09-09,10,US$,"86,400.00","43,536.96","43,536.96",,
326421,903094857,LNCT28PF01HT,Sales Co. (B&S),29817,FLD,20010604,ZF2,29817,NTSG-SALES,DISCRETE,803095819,LGI-J,2020-09-09,10,US$,"86,400.00","43,536.96","43,536.96",,
341330,903094936,MN63Y2014ZBT,Sales Co. (B&S),29817,MCS-LSI-TAG,20200628,ZF2,29817,NTSG-SALES,SYSTEM LSI,803095891,BROTHERHK,2020-09-19,30,US$,"82,944.00","18,026.22","18,026.22",,
341368,903094937,MIP5310MFL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095904,NTCJ,2020-09-19,10,US$,"100,000.00","27,320.00","27,320.00",,
341368,903094937,MIP5310MFL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095904,NTCJ,2020-09-19,10,US$,"10,000.00","2,732.00","2,732.00",,
341368,903094938,MN101CB0DMA,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095857,NTCJ,2020-09-19,30,US$,"4,500.00","3,420.00","3,420.00",,
341368,903094939,MIP2E2DMUL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095856,NTCJ,2020-09-19,10,US$,"24,000.00","11,277.60","11,277.60",,
341368,903094939,MIP2E5DMCL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095856,NTCJ,2020-09-19,10,US$,"42,000.00","25,158.00","25,158.00",,
341368,903094939,MIP2E2DMUL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095856,NTCJ,2020-09-19,10,US$,"87,000.00","40,881.30","40,881.30",,
341368,903094939,MIP0222SUL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095856,NTCJ,2020-09-19,10,US$,"42,000.00","13,330.80","13,330.80",,
341368,903094940,AN44069A-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095912,NTCJ,2020-09-19,20,US$,"16,000.00","4,777.60","4,777.60",,
347564,903094941,MIP5310MFL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095909,NTCJ,2020-09-25,10,US$,"32,000.00","8,742.40","8,742.40",,
345853,903094942,MIP0040MFL,Sales Co. (B&S),29817,IPD,80952137,ZF2,29817,NTSG-SALES,DISCRETE,803095869,TECOBEST,2020-09-23,10,US$,"28,000.00","5,181.68","5,181.68",,
347564,903094943,MIP2130MFL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095913,NTCJ,2020-09-25,10,US$,"6,000.00","1,086.00","1,086.00",,
347564,903094944,MIP0221SU1DE,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095852,NTCJ,2020-09-25,10,US$,"3,000.00","1,085.70","1,085.70",,
347564,903094944,MIP2E5DMCL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095852,NTCJ,2020-09-25,10,US$,"24,000.00","14,376.00","14,376.00",,
347564,903094944,MIP2E2DMUL,Buy Back,39173,IPD,29269,ZF2,39173,GPRC,DISCRETE,803095852,NTCJ,2020-09-25,10,US$,"63,000.00","29,603.70","29,603.70",,
347564,903094945,AN83051UA-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095851,NTCJ,2020-09-25,20,US$,"9,000.00","9,104.40","9,104.40",,
347564,903094945,AN44069A-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095851,NTCJ,2020-09-25,20,US$,"14,000.00","4,180.40","4,180.40",,
347564,903094945,AN44069A-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095851,NTCJ,2020-09-25,20,US$,"1,000.00",298.6,298.6,,
347564,903094945,AN44069A-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095851,NTCJ,2020-09-25,20,US$,"13,000.00","3,881.80","3,881.80",,
347564,903094947,AN44069A-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095972,NTCJ,2020-09-25,20,US$,"2,000.00",597.2,597.2,,
347564,903094947,AN44069A-VF,Buy Back,39173,A-LSI,29313,ZF2,39173,GPRC,ANALOG LSI,803095972,NTCJ,2020-09-25,20,US$,"9,000.00","2,687.40","2,687.40",,
346246,903094946,MIP0221UC1LW,Sales Co. (B&S),29817,IPD,80961220,ZF2,29817,NTSG-SALES,DISCRETE,803095847,TDK,2020-09-23,10,US$,"1,000.00","1,002.90","1,002.90",,
347564,903094948,MN101CB0DMA,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095853,NTCJ,2020-09-25,30,US$,"10,000.00","7,600.00","7,600.00",,
347564,903094948,MN101C38CKF,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095853,NTCJ,2020-09-25,30,US$,"3,500.00","4,081.00","4,081.00",,
347564,903094948,MN101C38CKZ,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095853,NTCJ,2020-09-25,30,US$,500,583,583,,
347564,903094948,MN101C38AKN,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095853,NTCJ,2020-09-25,30,US$,500,438.8,438.8,,
347564,903094948,MN101C487ZG,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095853,NTCJ,2020-09-25,30,US$,"1,000.00",997.5,997.5,,
347564,903094948,MN101C487ZJ,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095853,NTCJ,2020-09-25,30,US$,500,522.5,522.5,,
347564,903094948,MN102L25ACA,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095853,NTCJ,2020-09-25,30,US$,"1,000.00","3,438.10","3,438.10",,
347564,903094948,MN101CB0DMA,Buy Back,39173,MN-DD,29288,ZF2,39173,GPRC,SYSTEM LSI,803095853,NTCJ,2020-09-25,30,US$,"2,000.00","1,520.00","1,520.00",,
